,date,time,loc,population,wd
701,20200730,05,11410585,38753.566,405
702,20200730,06,11410585,41264.9894,406
703,20200730,07,11410585,47054.7907,407
704,20200730,08,11410585,54233.5082,408
705,20200730,09,11410585,61285.8648,409
706,20200730,10,11410585,65081.3505,410
707,20200730,11,11410585,66183.9166,411
708,20200730,12,11410585,68499.4327,412
709,20200730,13,11410585,72070.7321,413
710,20200730,14,11410585,73440.1585,414
711,20200730,15,11410585,71259.9931,415
712,20200730,16,11410585,67951.9567,416
713,20200730,17,11410585,63055.2078,417
714,20200730,18,11410585,60165.1401,418
715,20200730,19,11410585,58401.7212,419
716,20200730,20,11410585,55261.2932,420
717,20200730,21,11410585,51940.6914,421
718,20200730,22,11410585,46287.4196,422
719,20200730,23,11410585,40742.9594,423
720,20200731,00,11410585,39452.234,500
721,20200731,01,11410585,38591.8318,501
722,20200731,02,11410585,37885.2629,502
723,20200731,03,11410585,37803.2395,503
724,20200731,04,11410585,37867.0936,504
725,20200731,05,11410585,38826.9844,505
726,20200731,06,11410585,41163.0715,506
727,20200731,07,11410585,47196.4909,507
728,20200731,08,11410585,53978.2172,508
729,20200731,09,11410585,60303.7814,509
730,20200731,10,11410585,64439.5824,510
731,20200731,11,11410585,65503.4395,511
732,20200731,12,11410585,67311.9715,512
733,20200731,13,11410585,70593.7267,513
734,20200731,14,11410585,71746.7008,514
735,20200731,15,11410585,70088.5692,515
736,20200731,16,11410585,67005.7986,516
737,20200731,17,11410585,62541.0522,517
738,20200731,18,11410585,60677.0862,518
739,20200731,19,11410585,59167.7981,519
740,20200731,20,11410585,56953.7642,520
741,20200731,21,11410585,53482.7754,521
742,20200731,22,11410585,47985.2311,522
743,20200731,23,11410585,41957.6292,523
744,20200801,00,11410585,40462.6546,600
745,20200801,01,11410585,38805.3434,601
746,20200801,02,11410585,38153.7815,602
747,20200801,03,11410585,37572.8062,603
748,20200801,04,11410585,37497.2683,604
749,20200801,05,11410585,38326.9457,605
750,20200801,06,11410585,38666.2562,606
751,20200801,07,11410585,39784.8368,607
752,20200801,08,11410585,42222.4112,608
753,20200801,09,11410585,45950.9435,609
754,20200801,10,11410585,48365.2346,610
755,20200801,11,11410585,49803.3677,611
756,20200801,12,11410585,50794.6457,612
757,20200801,13,11410585,53628.7871,613
758,20200801,14,11410585,54633.3618,614
759,20200801,15,11410585,55067.4113,615
760,20200801,16,11410585,55418.0777,616
761,20200801,17,11410585,55385.1522,617
762,20200801,18,11410585,55441.8201,618
763,20200801,19,11410585,54480.2594,619
764,20200801,20,11410585,52087.3202,620
765,20200801,21,11410585,48945.3135,621
766,20200801,22,11410585,44442.6861,622
767,20200801,23,11410585,38883.2165,623
768,20200802,00,11410585,38281.4369,700
769,20200802,01,11410585,37057.6776,701
770,20200802,02,11410585,36382.6927,702
771,20200802,03,11410585,36027.6729,703
772,20200802,04,11410585,35670.9797,704
773,20200802,05,11410585,35979.1563,705
774,20200802,06,11410585,35990.2023,706
775,20200802,07,11410585,36049.1675,707
776,20200802,08,11410585,36924.405,708
777,20200802,09,11410585,39006.3564,709
778,20200802,10,11410585,41474.6459,710
779,20200802,11,11410585,43673.7044,711
780,20200802,12,11410585,45728.3872,712
781,20200802,13,11410585,47699.8599,713
782,20200802,14,11410585,49239.5612,714
783,20200802,15,11410585,49825.578,715
784,20200802,16,11410585,50162.2811,716
785,20200802,17,11410585,50010.7659,717
786,20200802,18,11410585,49881.436,718
787,20200802,19,11410585,48557.1788,719
788,20200802,20,11410585,46275.8453,720
789,20200802,21,11410585,43646.9565,721
790,20200802,22,11410585,40604.6688,722
791,20200802,23,11410585,37107.5289,723
792,20200803,00,11410585,35975.7191,100
793,20200803,01,11410585,35599.9583,101
794,20200803,02,11410585,35253.4608,102
795,20200803,03,11410585,35227.6163,103
796,20200803,04,11410585,35389.4296,104
797,20200803,05,11410585,36475.1225,105
798,20200803,06,11410585,38858.5492,106
799,20200803,07,11410585,44563.5464,107
800,20200803,08,11410585,51369.5106,108
801,20200803,09,11410585,58401.1639,109
802,20200803,10,11410585,62346.1311,110
803,20200803,11,11410585,63591.1623,111
804,20200803,12,11410585,65123.2605,112
805,20200803,13,11410585,68419.6025,113
806,20200803,14,11410585,69717.4311,114
807,20200803,15,11410585,68427.5696,115
808,20200803,16,11410585,65470.782,116
809,20200803,17,11410585,60751.4272,117
810,20200803,18,11410585,57984.7786,118
811,20200803,19,11410585,55797.2389,119
812,20200803,20,11410585,52401.3811,120
813,20200803,21,11410585,49091.7659,121
814,20200803,22,11410585,44473.0306,122
815,20200803,23,11410585,39436.2605,123
816,20200804,00,11410585,38432.6359,200
817,20200804,01,11410585,37717.6021,201
818,20200804,02,11410585,37446.4863,202
819,20200804,03,11410585,37429.4212,203
820,20200804,04,11410585,37553.4198,204
821,20200804,05,11410585,38408.3924,205
822,20200804,06,11410585,40681.9117,206
823,20200804,07,11410585,46833.9932,207
824,20200804,08,11410585,53437.8583,208
825,20200804,09,11410585,60417.5462,209
826,20200804,10,11410585,64796.3185,210
827,20200804,11,11410585,66010.5528,211
828,20200804,12,11410585,67608.7741,212
829,20200804,13,11410585,71553.9185,213
830,20200804,14,11410585,72868.6703,214
831,20200804,15,11410585,70964.0849,215
832,20200804,16,11410585,67186.2006,216
833,20200804,17,11410585,61920.3452,217
834,20200804,18,11410585,59658.5567,218
835,20200804,19,11410585,57553.5628,219
836,20200804,20,11410585,54085.5781,220
837,20200804,21,11410585,50098.6527,221
838,20200804,22,11410585,44583.3686,222
839,20200804,23,11410585,38803.1454,223
840,20200805,00,11410585,37292.9079,300
841,20200805,01,11410585,36614.5152,301
842,20200805,02,11410585,36186.5611,302
843,20200805,03,11410585,36283.7218,303
844,20200805,04,11410585,36350.7539,304
845,20200805,05,11410585,37561.9604,305
846,20200805,06,11410585,40234.8961,306
847,20200805,07,11410585,46337.3197,307
848,20200805,08,11410585,53189.8544,308
849,20200805,09,11410585,60810.5766,309
850,20200805,10,11410585,65043.7005,310
851,20200805,11,11410585,66869.2502,311
852,20200805,12,11410585,68792.4521,312
853,20200805,13,11410585,72315.4102,313
854,20200805,14,11410585,73650.1914,314
855,20200805,15,11410585,71413.7805,315
856,20200805,16,11410585,67205.8006,316
857,20200805,17,11410585,63281.0876,317
858,20200805,18,11410585,61305.2161,318
859,20200805,19,11410585,58370.719,319
860,20200805,20,11410585,55104.0312,320
861,20200805,21,11410585,51108.2474,321
862,20200805,22,11410585,45289.2873,322
863,20200805,23,11410585,38507.8004,323
864,20200806,00,11410585,37806.3563,400
865,20200806,01,11410585,37188.5666,401
866,20200806,02,11410585,36903.4492,402
867,20200806,03,11410585,36690.8601,403
868,20200806,04,11410585,36598.1325,404
869,20200806,05,11410585,37693.1529,405
870,20200806,06,11410585,39880.4812,406
871,20200806,07,11410585,45252.4618,407
872,20200806,08,11410585,51295.8344,408
873,20200806,09,11410585,57541.2535,409
874,20200806,10,11410585,62560.4745,410
875,20200806,11,11410585,65550.1105,411
876,20200806,12,11410585,67303.4542,412
877,20200806,13,11410585,71802.8735,413
878,20200806,14,11410585,73810.8503,414
879,20200806,15,11410585,70938.9698,415
880,20200806,16,11410585,68602.5438,416
881,20200806,17,11410585,62739.1724,417
882,20200806,18,11410585,60288.1341,418
883,20200806,19,11410585,58486.6967,419
884,20200806,20,11410585,55329.5646,420
885,20200806,21,11410585,51670.6106,421
886,20200806,22,11410585,45790.1002,422
887,20200806,23,11410585,39764.336,423
888,20200807,00,11410585,38523.5869,500
889,20200807,01,11410585,37798.1047,501
890,20200807,02,11410585,37233.0689,502
891,20200807,03,11410585,37067.9916,503
892,20200807,04,11410585,37040.3346,504
893,20200807,05,11410585,38199.1024,505
894,20200807,06,11410585,40840.2361,506
895,20200807,07,11410585,46415.3058,507
896,20200807,08,11410585,52339.6456,508
897,20200807,09,11410585,59580.2406,509
898,20200807,10,11410585,63334.5132,510
899,20200807,11,11410585,65572.281,511
900,20200807,12,11410585,67377.6515,512
901,20200807,13,11410585,69962.8734,513
902,20200807,14,11410585,70800.2836,514
903,20200807,15,11410585,70232.0654,515
904,20200807,16,11410585,66267.3083,516
905,20200807,17,11410585,62156.5692,517
906,20200807,18,11410585,60143.0327,518
907,20200807,19,11410585,59637.1889,519
908,20200807,20,11410585,56732.0721,520
909,20200807,21,11410585,53087.9565,521
910,20200807,22,11410585,47884.1512,522
911,20200807,23,11410585,41587.7811,523
912,20200808,00,11410585,39650.6269,600
913,20200808,01,11410585,38218.1434,601
914,20200808,02,11410585,37318.2176,602
915,20200808,03,11410585,36735.0268,603
916,20200808,04,11410585,36583.2483,604
917,20200808,05,11410585,37263.804,605
918,20200808,06,11410585,37986.2186,606
919,20200808,07,11410585,39108.5864,607
920,20200808,08,11410585,41419.6129,608
921,20200808,09,11410585,45510.4093,609
922,20200808,10,11410585,49022.5653,610
923,20200808,11,11410585,50761.2721,611
924,20200808,12,11410585,52644.3868,612
925,20200808,13,11410585,55255.8966,613
926,20200808,14,11410585,56905.8729,614
927,20200808,15,11410585,57333.4353,615
928,20200808,16,11410585,58075.3057,616
929,20200808,17,11410585,58329.4211,617
930,20200808,18,11410585,58411.3637,618
931,20200808,19,11410585,56723.459,619
932,20200808,20,11410585,53531.1511,620
933,20200808,21,11410585,49745.7777,621
934,20200808,22,11410585,44403.7394,622
935,20200808,23,11410585,38642.6598,623
936,20200809,00,11410585,38134.4806,700
937,20200809,01,11410585,37062.3697,701
938,20200809,02,11410585,36465.306,702
939,20200809,03,11410585,36038.6566,703
940,20200809,04,11410585,35714.0906,704
941,20200809,05,11410585,35795.5904,705
942,20200809,06,11410585,36008.5059,706
943,20200809,07,11410585,36181.3733,707
944,20200809,08,11410585,37016.5098,708
945,20200809,09,11410585,38785.0593,709
946,20200809,10,11410585,41500.228,710
947,20200809,11,11410585,43892.8859,711
948,20200809,12,11410585,45864.331,712
949,20200809,13,11410585,47762.7292,713
950,20200809,14,11410585,49175.88,714
951,20200809,15,11410585,49955.9777,715
952,20200809,16,11410585,50613.7054,716
953,20200809,17,11410585,50685.5319,717
954,20200809,18,11410585,51028.8372,718
955,20200809,19,11410585,49765.1756,719
956,20200809,20,11410585,47275.7601,720
957,20200809,21,11410585,44333.0751,721
958,20200809,22,11410585,40995.8087,722
959,20200809,23,11410585,36677.3254,723
960,20200810,00,11410585,35821.7102,100
961,20200810,01,11410585,35498.4188,101
962,20200810,02,11410585,35295.9756,102
963,20200810,03,11410585,35052.9643,103
964,20200810,04,11410585,35097.7732,104
965,20200810,05,11410585,36101.8568,105
966,20200810,06,11410585,38580.3002,106
967,20200810,07,11410585,45043.4356,107
968,20200810,08,11410585,52364.8056,108
969,20200810,09,11410585,59165.4004,109
970,20200810,10,11410585,62898.5977,110
971,20200810,11,11410585,64767.1452,111
972,20200810,12,11410585,66575.1402,112
973,20200810,13,11410585,70532.0532,113
974,20200810,14,11410585,72150.7497,114
975,20200810,15,11410585,69874.2316,115
976,20200810,16,11410585,66880.7311,116
977,20200810,17,11410585,61102.4944,117
978,20200810,18,11410585,58597.816,118
979,20200810,19,11410585,56208.5714,119
980,20200810,20,11410585,53428.0418,120
981,20200810,21,11410585,49673.7429,121
982,20200810,22,11410585,43795.8314,122
983,20200810,23,11410585,38669.061,123
984,20200811,00,11410585,37631.1877,200
985,20200811,01,11410585,36949.7406,201
986,20200811,02,11410585,36640.5558,202
987,20200811,03,11410585,36645.0516,203
988,20200811,04,11410585,36715.4427,204
989,20200811,05,11410585,37830.8539,205
990,20200811,06,11410585,40154.8261,206
991,20200811,07,11410585,46268.4282,207
992,20200811,08,11410585,53956.6881,208
993,20200811,09,11410585,60978.911,209
994,20200811,10,11410585,65522.9629,210
995,20200811,11,11410585,67631.742,211
996,20200811,12,11410585,69520.7515,212
997,20200811,13,11410585,73213.128,213
998,20200811,14,11410585,74043.9883,214
999,20200811,15,11410585,72137.2204,215
1000,20200811,16,11410585,68399.0424,216
1001,20200811,17,11410585,63139.6795,217
1002,20200811,18,11410585,60869.575,218
1003,20200811,19,11410585,58777.6431,219
1004,20200811,20,11410585,55507.9997,220
1005,20200811,21,11410585,51424.6107,221
1006,20200811,22,11410585,45655.6611,222
1007,20200811,23,11410585,39772.0422,223
1008,20200812,00,11410585,38334.9089,300
1009,20200812,01,11410585,37891.342,301
1010,20200812,02,11410585,37557.5921,302
1011,20200812,03,11410585,37197.5353,303
1012,20200812,04,11410585,37299.517,304
1013,20200812,05,11410585,38371.2616,305
1014,20200812,06,11410585,40474.5575,306
1015,20200812,07,11410585,47362.2013,307
1016,20200812,08,11410585,54825.3262,308
1017,20200812,09,11410585,62254.6281,309
1018,20200812,10,11410585,67110.7604,310
1019,20200812,11,11410585,68797.6789,311
1020,20200812,12,11410585,70862.1808,312
1021,20200812,13,11410585,74424.7445,313
1022,20200812,14,11410585,74941.5238,314
1023,20200812,15,11410585,73885.3141,315
1024,20200812,16,11410585,69508.4426,316
1025,20200812,17,11410585,64621.0687,317
1026,20200812,18,11410585,62056.4384,318
1027,20200812,19,11410585,60021.4399,319
1028,20200812,20,11410585,56197.0638,320
1029,20200812,21,11410585,52067.83,321
1030,20200812,22,11410585,45841.9464,322
1031,20200812,23,11410585,39019.681,323
1032,20200813,00,11410585,38500.1716,400
1033,20200813,01,11410585,38241.4672,401
1034,20200813,02,11410585,38481.1152,402
1035,20200813,03,11410585,37951.7476,403
1036,20200813,04,11410585,37899.5015,404
1037,20200813,05,11410585,38961.3224,405
1038,20200813,06,11410585,41423.7492,406
1039,20200813,07,11410585,47706.6299,407
1040,20200813,08,11410585,55388.7953,408
1041,20200813,09,11410585,62131.6111,409
1042,20200813,10,11410585,66977.7459,410
1043,20200813,11,11410585,69044.4409,411
1044,20200813,12,11410585,70165.5147,412
1045,20200813,13,11410585,74030.2029,413
1046,20200813,14,11410585,75236.453,414
1047,20200813,15,11410585,73226.4595,415
1048,20200813,16,11410585,69010.9646,416
1049,20200813,17,11410585,64146.3626,417
1050,20200813,18,11410585,60750.0837,418
1051,20200813,19,11410585,58793.7566,419
1052,20200813,20,11410585,55342.2636,420
1053,20200813,21,11410585,51497.7755,421
1054,20200813,22,11410585,45685.9688,422
1055,20200813,23,11410585,39688.748,423
1056,20200814,00,11410585,38414.7948,500
1057,20200814,01,11410585,37796.7168,501
1058,20200814,02,11410585,37113.2708,502
1059,20200814,03,11410585,36866.9475,503
1060,20200814,04,11410585,36898.2604,504
1061,20200814,05,11410585,37929.4661,505
1062,20200814,06,11410585,40142.2972,506
1063,20200814,07,11410585,46936.0218,507
1064,20200814,08,11410585,54584.3633,508
1065,20200814,09,11410585,60713.9243,509
1066,20200814,10,11410585,64473.077,510
1067,20200814,11,11410585,65896.7506,511
1068,20200814,12,11410585,67451.554,512
1069,20200814,13,11410585,69270.6738,513
1070,20200814,14,11410585,69856.8015,514
1071,20200814,15,11410585,68220.9713,515
1072,20200814,16,11410585,64754.5433,516
1073,20200814,17,11410585,60274.1624,517
1074,20200814,18,11410585,59564.2963,518
1075,20200814,19,11410585,58353.3805,519
1076,20200814,20,11410585,55405.861,520
1077,20200814,21,11410585,51636.133,521
1078,20200814,22,11410585,46321.4611,522
1079,20200814,23,11410585,40843.5949,523
1080,20200815,00,11410585,39625.8022,600
1081,20200815,01,11410585,37982.1809,601
1082,20200815,02,11410585,37241.0984,602
1083,20200815,03,11410585,36742.0883,603
1084,20200815,04,11410585,36505.23,604
1085,20200815,05,11410585,36362.9386,605
1086,20200815,06,11410585,36674.5353,606
1087,20200815,07,11410585,37269.4184,607
1088,20200815,08,11410585,38405.1755,608
1089,20200815,09,11410585,40834.724,609
1090,20200815,10,11410585,43475.2374,610
1091,20200815,11,11410585,46046.8444,611
1092,20200815,12,11410585,48366.8963,612
1093,20200815,13,11410585,50520.6654,613
1094,20200815,14,11410585,52927.7544,614
1095,20200815,15,11410585,53668.5907,615
1096,20200815,16,11410585,53727.3938,616
1097,20200815,17,11410585,53824.3819,617
1098,20200815,18,11410585,53344.0622,618
1099,20200815,19,11410585,52609.434,619
1100,20200815,20,11410585,50020.9536,620
1101,20200815,21,11410585,47207.5053,621
1102,20200815,22,11410585,43249.0309,622
1103,20200815,23,11410585,37593.8505,623
1104,20200816,00,11410585,37354.6349,700
1105,20200816,01,11410585,36022.6202,701
1106,20200816,02,11410585,35411.2336,702
1107,20200816,03,11410585,35124.9962,703
1108,20200816,04,11410585,34610.0749,704
1109,20200816,05,11410585,34765.9626,705
1110,20200816,06,11410585,35005.8876,706
1111,20200816,07,11410585,34953.0211,707
1112,20200816,08,11410585,36154.4029,708
1113,20200816,09,11410585,37958.6837,709
1114,20200816,10,11410585,40755.2211,710
1115,20200816,11,11410585,43107.8228,711
1116,20200816,12,11410585,45204.1247,712
1117,20200816,13,11410585,48094.5555,713
1118,20200816,14,11410585,49288.8939,714
1119,20200816,15,11410585,50120.378,715
1120,20200816,16,11410585,50575.0124,716
1121,20200816,17,11410585,50488.8824,717
1122,20200816,18,11410585,50919.1702,718
1123,20200816,19,11410585,50229.181,719
1124,20200816,20,11410585,47066.198,720
1125,20200816,21,11410585,44227.4808,721
1126,20200816,22,11410585,41267.3638,722
1127,20200816,23,11410585,37268.8527,723
1128,20200817,00,11410585,36345.3321,100
1129,20200817,01,11410585,36076.3477,101
1130,20200817,02,11410585,35356.5444,102
1131,20200817,03,11410585,35131.3903,103
1132,20200817,04,11410585,35231.1685,104
1133,20200817,05,11410585,35909.9922,105
1134,20200817,06,11410585,37890.9206,106
1135,20200817,07,11410585,41853.3615,107
1136,20200817,08,11410585,46786.93,108
1137,20200817,09,11410585,51886.2811,109
1138,20200817,10,11410585,55250.0954,110
1139,20200817,11,11410585,56350.302,111
1140,20200817,12,11410585,58349.6099,112
1141,20200817,13,11410585,62039.6286,113
1142,20200817,14,11410585,63699.7223,114
1143,20200817,15,11410585,62825.5234,115
1144,20200817,16,11410585,60200.6514,116
1145,20200817,17,11410585,57180.1006,117
1146,20200817,18,11410585,55148.1368,118
1147,20200817,19,11410585,52457.5034,119
1148,20200817,20,11410585,49758.3132,120
1149,20200817,21,11410585,46653.3937,121
1150,20200817,22,11410585,42034.0275,122
1151,20200817,23,11410585,37180.2296,123
1152,20200818,00,11410585,36332.4985,200
1153,20200818,01,11410585,35765.3277,201
1154,20200818,02,11410585,35594.8578,202
1155,20200818,03,11410585,35437.2421,203
1156,20200818,04,11410585,35522.4225,204
1157,20200818,05,11410585,36658.6068,205
1158,20200818,06,11410585,39152.99,206
1159,20200818,07,11410585,45243.4805,207
1160,20200818,08,11410585,52583.384,208
1161,20200818,09,11410585,59177.1685,209
1162,20200818,10,11410585,63054.8473,210
1163,20200818,11,11410585,64233.2166,211
1164,20200818,12,11410585,65616.6041,212
1165,20200818,13,11410585,68846.6285,213
1166,20200818,14,11410585,70169.1495,214
1167,20200818,15,11410585,68647.2939,215
1168,20200818,16,11410585,64527.9482,216
1169,20200818,17,11410585,59362.1378,217
1170,20200818,18,11410585,56036.8887,218
1171,20200818,19,11410585,53490.2796,219
1172,20200818,20,11410585,50242.1265,220
1173,20200818,21,11410585,47003.6663,221
1174,20200818,22,11410585,41783.6004,222
1175,20200818,23,11410585,37395.0557,223
1176,20200819,00,11410585,36632.2284,300
1177,20200819,01,11410585,36049.5763,301
1178,20200819,02,11410585,35744.5738,302
1179,20200819,03,11410585,35702.484,303
1180,20200819,04,11410585,35740.4842,304
1181,20200819,05,11410585,36753.4243,305
1182,20200819,06,11410585,39498.8742,306
1183,20200819,07,11410585,45034.9753,307
1184,20200819,08,11410585,52547.1886,308
1185,20200819,09,11410585,58188.4025,309
1186,20200819,10,11410585,61793.1748,310
1187,20200819,11,11410585,63012.6398,311
1188,20200819,12,11410585,64124.8193,312
1189,20200819,13,11410585,66710.3514,313
1190,20200819,14,11410585,67796.1489,314
1191,20200819,15,11410585,66882.3522,315
1192,20200819,16,11410585,63136.2321,316
1193,20200819,17,11410585,58311.5136,317
1194,20200819,18,11410585,54551.436,318
1195,20200819,19,11410585,51951.4574,319
1196,20200819,20,11410585,48144.6287,320
1197,20200819,21,11410585,45213.0352,321
1198,20200819,22,11410585,41321.7181,322
1199,20200819,23,11410585,36461.424,323
1200,20200820,00,11410585,36304.0773,400
1201,20200820,01,11410585,35821.2234,401
1202,20200820,02,11410585,35620.7488,402
1203,20200820,03,11410585,35677.8317,403
1204,20200820,04,11410585,35675.2456,404
1205,20200820,05,11410585,36902.6908,405
1206,20200820,06,11410585,39080.818,406
1207,20200820,07,11410585,44569.5872,407
1208,20200820,08,11410585,52307.2554,408
1209,20200820,09,11410585,58786.0356,409
1210,20200820,10,11410585,62322.3678,410
1211,20200820,11,11410585,62825.7751,411
1212,20200820,12,11410585,63465.7392,412
1213,20200820,13,11410585,66404.8916,413
1214,20200820,14,11410585,66942.9074,414
1215,20200820,15,11410585,65401.1765,415
1216,20200820,16,11410585,61836.23,416
1217,20200820,17,11410585,56711.9234,417
1218,20200820,18,11410585,53333.5081,418
1219,20200820,19,11410585,50541.2252,419
1220,20200820,20,11410585,47475.8464,420
1221,20200820,21,11410585,44559.7199,421
1222,20200820,22,11410585,40913.0098,422
1223,20200820,23,11410585,36416.8708,423
1224,20200821,00,11410585,35761.2332,500
1225,20200821,01,11410585,35411.3829,501
1226,20200821,02,11410585,35026.553,502
1227,20200821,03,11410585,35148.8559,503
1228,20200821,04,11410585,35467.7711,504
1229,20200821,05,11410585,36602.6937,505
1230,20200821,06,11410585,38857.9275,506
1231,20200821,07,11410585,44216.2899,507
1232,20200821,08,11410585,50856.9818,508
1233,20200821,09,11410585,56264.0331,509
1234,20200821,10,11410585,60094.4088,510
1235,20200821,11,11410585,60934.3463,511
1236,20200821,12,11410585,61526.9496,512
1237,20200821,13,11410585,63744.4692,513
1238,20200821,14,11410585,64220.3499,514
1239,20200821,15,11410585,63363.4194,515
1240,20200821,16,11410585,60404.7341,516
1241,20200821,17,11410585,55693.6904,517
1242,20200821,18,11410585,52360.0812,518
1243,20200821,19,11410585,49825.1451,519
1244,20200821,20,11410585,46855.5892,520
1245,20200821,21,11410585,44544.7502,521
1246,20200821,22,11410585,40963.9969,522
1247,20200821,23,11410585,36803.3491,523
1248,20200822,00,11410585,36208.9432,600
1249,20200822,01,11410585,35195.2297,601
1250,20200822,02,11410585,34914.3107,602
1251,20200822,03,11410585,34708.0594,603
1252,20200822,04,11410585,34592.7876,604
1253,20200822,05,11410585,35467.538,605
1254,20200822,06,11410585,36160.4471,606
1255,20200822,07,11410585,37674.3299,607
1256,20200822,08,11410585,40545.5205,608
1257,20200822,09,11410585,43976.4949,609
1258,20200822,10,11410585,45901.921,610
1259,20200822,11,11410585,46640.4715,611
1260,20200822,12,11410585,47728.2648,612
1261,20200822,13,11410585,48738.7583,613
1262,20200822,14,11410585,48826.5305,614
1263,20200822,15,11410585,48643.0614,615
1264,20200822,16,11410585,47801.9522,616
1265,20200822,17,11410585,47172.9425,617
1266,20200822,18,11410585,46849.0168,618
1267,20200822,19,11410585,45323.7568,619
1268,20200822,20,11410585,42934.8727,620
1269,20200822,21,11410585,40966.9618,621
1270,20200822,22,11410585,38088.7339,622
1271,20200822,23,11410585,34411.6834,623
1272,20200823,00,11410585,34376.2793,700
1273,20200823,01,11410585,33703.6379,701
1274,20200823,02,11410585,33374.606,702
1275,20200823,03,11410585,33291.9228,703
1276,20200823,04,11410585,33156.2715,704
1277,20200823,05,11410585,33796.8366,705
1278,20200823,06,11410585,34157.8566,706
1279,20200823,07,11410585,34669.973,707
1280,20200823,08,11410585,35129.7854,708
1281,20200823,09,11410585,36799.4547,709
1282,20200823,10,11410585,38437.3002,710
1283,20200823,11,11410585,40301.9216,711
1284,20200823,12,11410585,41707.7836,712
1285,20200823,13,11410585,43381.6105,713
1286,20200823,14,11410585,44740.0005,714
1287,20200823,15,11410585,45198.7071,715
1288,20200823,16,11410585,44728.8702,716
1289,20200823,17,11410585,44436.492,717
1290,20200823,18,11410585,43884.0501,718
1291,20200823,19,11410585,42526.9848,719
1292,20200823,20,11410585,40397.7658,720
1293,20200823,21,11410585,38633.2352,721
1294,20200823,22,11410585,36741.9489,722
1295,20200823,23,11410585,34027.2022,723
1296,20200824,00,11410585,33660.2478,100
1297,20200824,01,11410585,33458.3055,101
1298,20200824,02,11410585,33236.0339,102
1299,20200824,03,11410585,33197.0969,103
1300,20200824,04,11410585,33648.1135,104
1301,20200824,05,11410585,34704.9355,105
1302,20200824,06,11410585,37096.3943,106
1303,20200824,07,11410585,42481.5751,107
1304,20200824,08,11410585,49496.7377,108
1305,20200824,09,11410585,55220.2425,109
1306,20200824,10,11410585,58020.9118,110
1307,20200824,11,11410585,58940.3964,111
1308,20200824,12,11410585,59669.4269,112
1309,20200824,13,11410585,62203.4931,113
1310,20200824,14,11410585,62572.8393,114
1311,20200824,15,11410585,61614.5845,115
1312,20200824,16,11410585,58864.8685,116
1313,20200824,17,11410585,54233.0727,117
1314,20200824,18,11410585,50689.7848,118
1315,20200824,19,11410585,47614.3906,119
1316,20200824,20,11410585,45346.9528,120
1317,20200824,21,11410585,42636.4714,121
1318,20200824,22,11410585,39106.031,122
1319,20200824,23,11410585,35166.6608,123
1320,20200825,00,11410585,34633.4012,200
1321,20200825,01,11410585,34290.4143,201
1322,20200825,02,11410585,34104.4039,202
1323,20200825,03,11410585,34186.1215,203
1324,20200825,04,11410585,34290.8681,204
1325,20200825,05,11410585,35533.1879,205
1326,20200825,06,11410585,38273.4797,206
1327,20200825,07,11410585,43886.9336,207
1328,20200825,08,11410585,51349.25,208
1329,20200825,09,11410585,57294.8892,209
1330,20200825,10,11410585,60071.744,210
1331,20200825,11,11410585,60878.1646,211
1332,20200825,12,11410585,62133.0523,212
1333,20200825,13,11410585,65020.8217,213
1334,20200825,14,11410585,65984.6268,214
1335,20200825,15,11410585,64590.6914,215
1336,20200825,16,11410585,60953.1239,216
1337,20200825,17,11410585,55574.4667,217
1338,20200825,18,11410585,51316.9017,218
1339,20200825,19,11410585,48723.7749,219
1340,20200825,20,11410585,45973.4856,220
1341,20200825,21,11410585,42952.6467,221
1342,20200825,22,11410585,39174.5245,222
1343,20200825,23,11410585,35193.4136,223
1344,20200826,00,11410585,34571.6637,300
1345,20200826,01,11410585,34228.7783,301
1346,20200826,02,11410585,34075.4936,302
1347,20200826,03,11410585,34024.4318,303
1348,20200826,04,11410585,34180.5897,304
1349,20200826,05,11410585,35290.9886,305
1350,20200826,06,11410585,37762.8512,306
1351,20200826,07,11410585,43199.8209,307
1352,20200826,08,11410585,50019.59,308
1353,20200826,09,11410585,56269.5567,309
1354,20200826,10,11410585,59669.3537,310
1355,20200826,11,11410585,60647.1629,311
1356,20200826,12,11410585,61813.94,312
1357,20200826,13,11410585,64058.0659,313
1358,20200826,14,11410585,64113.5237,314
1359,20200826,15,11410585,63130.8995,315
1360,20200826,16,11410585,59884.7219,316
1361,20200826,17,11410585,54537.4559,317
1362,20200826,18,11410585,51058.0538,318
1363,20200826,19,11410585,48336.8205,319
1364,20200826,20,11410585,44744.4945,320
1365,20200826,21,11410585,41866.821,321
1366,20200826,22,11410585,38448.6422,322
1367,20200826,23,11410585,34205.0445,323
1368,20200827,00,11410585,34046.0609,400
1369,20200827,01,11410585,33722.066,401
1370,20200827,02,11410585,33717.3223,402
1371,20200827,03,11410585,33674.9194,403
1372,20200827,04,11410585,33890.6579,404
1373,20200827,05,11410585,34988.059,405
1374,20200827,06,11410585,37071.9546,406
1375,20200827,07,11410585,42063.5164,407
1376,20200827,08,11410585,48479.9466,408
1377,20200827,09,11410585,54029.475,409
1378,20200827,10,11410585,56744.9059,410
1379,20200827,11,11410585,57086.2744,411
1380,20200827,12,11410585,58443.4541,412
1381,20200827,13,11410585,60836.2228,413
1382,20200827,14,11410585,62002.1574,414
1383,20200827,15,11410585,60774.9204,415
